Firm,Investment Stage,Minimum Investment,Maximum Investment,Location,Country,Fund Size,Link
"DFJ Frontier- Sacramento","Early Stage/Startup/Seed","","1000000000.0","El Dorado Hills, California","United States","5000000000.0","http://venture-capital-firms.findthebest.com/l/799/DFJ-Frontier-Sacramento"
"M/C Venture Partners - London - UK","Later Stage/Expansion/Early Stage/Startup/Seed","5000000000.0","50000000000.0","London","United Kingdom","1500000000.0","http://venture-capital-firms.findthebest.com/l/571/M-C-Venture-Partners-London-UK"
"Fuse Capital-Menlo Park-California","Early Stage","","10000000000.0","Menlo Park, California","United States","1500000000.0","http://venture-capital-firms.findthebest.com/l/933/Fuse-Capital-Menlo-Park-California"
"Open Prairie Ventures","Early Stage/Expansion/Startup/Seed","","","Effingham, Illinois","United States","135000000.0","http://venture-capital-firms.findthebest.com/l/1354/Open-Prairie-Ventures"
"Morgan Stanley Venture Partners","Early Stage","","","New York, New York","United States","","http://venture-capital-firms.findthebest.com/l/252/Morgan-Stanley-Venture-Partners"
"Thayer Ventures","Startup/Seed","","","San Francisco, California","United States","","http://venture-capital-firms.findthebest.com/l/1394/Thayer-Ventures"
"Steamboat Ventures, L.L.C. - Hong Kong - China","Early Stage/Expansion","2000000000.0","20000000000.0","Hong Kong","Hong Kong","2000000000.0","http://venture-capital-firms.findthebest.com/l/319/Steamboat-Ventures-L-L-C-Hong-Kong-China"
"Housatonic Partners - San Francisco - California","Early Stage","5000000000.0","20000000000.0","San Francisco, California","United States","1000000000.0","http://venture-capital-firms.findthebest.com/l/158/Housatonic-Partners-San-Francisco-California"
"MASA Life Science Ventures","Early Stage","","","Washington, District of Columbia","United States","","http://venture-capital-firms.findthebest.com/l/1327/MASA-Life-Science-Ventures"
"Billiken Angels Network","Later Stage/Expansion/Early Stage/Startup/Seed","","","Saint Louis, Missouri","United States","","http://venture-capital-firms.findthebest.com/l/1185/Billiken-Angels-Network"
"Milestone Venture Partners","Early Stage","","2000000.0","New York, New York","United States","90000000.0","http://venture-capital-firms.findthebest.com/l/847/Milestone-Venture-Partners"
"Earlybird-Milano-Italy","Early Stage/Startup/Seed","1000000.0","20000000.0","Milano","Italy","655000000.0","http://venture-capital-firms.findthebest.com/l/925/Earlybird-Milano-Italy"
"Finaventures focuses -Santa Monica-California","Early Stage/Expansion","","","Santa Monica, California","United States","","http://venture-capital-firms.findthebest.com/l/187/Finaventures-focuses-Santa-Monica-California"
"DFJ Frontier- Portland","Early Stage/Startup/Seed","","1000000000.0","Portland, Oregon","United States","5000000000.0","http://venture-capital-firms.findthebest.com/l/798/DFJ-Frontier-Portland"
"Edison Ventures - New York","Expansion","5000000.0","10000000.0","New York, New York","United States","249000000.0","http://venture-capital-firms.findthebest.com/l/1060/Edison-Ventures-New-York"
"Carlyle Group, The - Munich - Germany","Expansion/Early Stage","","","Munich","Germany","1.7e+11","http://venture-capital-firms.findthebest.com/l/900/Carlyle-Group-The-Munich-Germany"
"Signal Lake Management LLC -Boston-Massachusetts","Early Stage","","1e+11","Boston, Massachusetts","United States","60000000000.0","http://venture-capital-firms.findthebest.com/l/674/Signal-Lake-Management-LLC-Boston-Massachusetts"
"VCE Capital-New York-New York","Early Stage/Expansion","","","Tuxedo Park, New York","United States","","http://venture-capital-firms.findthebest.com/l/753/VCE-Capital-New-York-New-York"
"Norwest Venture Partners-Mumbai-India","Later Stage/Expansion/Early Stage","1000000000.0","1e+11","Mumbai, Maharashtra","India","3700000000.0","http://venture-capital-firms.findthebest.com/l/224/Norwest-Venture-Partners-Mumbai-India"
"CalCEF Clean Energy LPs","Early Stage/Startup/Seed","","6000000.0","San Francisco, California","United States","30000000.0","http://venture-capital-firms.findthebest.com/l/722/CalCEF-Clean-Energy-LPs"
"Index Ventures - Geneva - Switzerland","Early Stage/Startup/Seed","","75000000000.0","Geneva, Geneva","Switzerland","3200000000.0","http://venture-capital-firms.findthebest.com/l/869/Index-Ventures-Geneva-Switzerland"
"Advantage Capital Partners-Downer's Grove-Illnois","Early Stage/Expansion/Later Stage","","10000000000.0","Downer's Grove, Illinois","United States","8000000000.0","http://venture-capital-firms.findthebest.com/l/389/Advantage-Capital-Partners-Downer-s-Grove-Illnois"
"Ignition Capital Partners","","","","Seattle, Washington","United States","2500000000.0","http://venture-capital-firms.findthebest.com/l/1096/Ignition-Capital-Partners"
"Signal Peak Ventures","Startup/Seed/Early Stage","","10000000.0","Salt Lake, Utah","United States","450000000.0","http://venture-capital-firms.findthebest.com/l/1377/Signal-Peak-Ventures"
"Thomas, McNerney &amp; Partners L.L.C-Stamford-Connecticut","Early Stage/Expansion/Later Stage/Startup/Seed","1000000.0","50000000.0","Stamford, Connecticut","United States","600000000.0","http://venture-capital-firms.findthebest.com/l/83/Thomas-McNerney-And-Partners-L-L-C-Stamford-Connecticut"
"CueBall Group","Early Stage/Startup/Seed","","","Boston, Massachusetts","United States","","http://venture-capital-firms.findthebest.com/l/872/CueBall-Group"
"Invencor","Early Stage/Startup/Seed","","","Menlo Park, California","United States","","http://venture-capital-firms.findthebest.com/l/1138/Invencor"
"OCA Venture Partners","Startup/Seed/Early Stage/Expansion","","","Chicago, Illinois","United States","","http://venture-capital-firms.findthebest.com/l/1352/OCA-Venture-Partners"
"Lambda Fund Management","Early Stage","","","New York, New York","United States","","http://venture-capital-firms.findthebest.com/l/1315/Lambda-Fund-Management"
"The Grosvenor Funds-Greenwich-Connecticut","Early Stage/Expansion/Startup/Seed","","","Greenwich, Connecticut","United States","","http://venture-capital-firms.findthebest.com/l/95/The-Grosvenor-Funds-Greenwich-Connecticut"
"Highland Capital Partners LLC-Geneva-Switzerland","Later Stage/Expansion/Early Stage/Startup/Seed","","","Geneva","Switzerland","700000000.0","http://venture-capital-firms.findthebest.com/l/544/Highland-Capital-Partners-LLC-Geneva-Switzerland"
"Adams Capital Management, Inc. - Palo Alto","Early Stage","","10000000.0","Palo Alto, California","United States","815000000.0","http://venture-capital-firms.findthebest.com/l/21/Adams-Capital-Management-Inc-Palo-Alto"
"H.I.G. Capital Ventures LLC-Hamburg-Germany","Early Stage","","","Hamburg, Hamburg","Germany","","http://venture-capital-firms.findthebest.com/l/531/H-I-G-Capital-Ventures-LLC-Hamburg-Germany"
"Cayuga Venture Fund","Startup/Seed","","","Ithaca, New York","United States","14000000.0","http://venture-capital-firms.findthebest.com/l/1038/Cayuga-Venture-Fund"
"Alliance Technology Ventures","Early Stage/Startup/Seed","","","Sarasota, Florida","United States","250000000.0","http://venture-capital-firms.findthebest.com/l/999/Alliance-Technology-Ventures"
"Andreesen Horowitz","Early Stage","","50000000000.0","Menlo Park, California","United States","2500000000.0","http://venture-capital-firms.findthebest.com/l/804/Andreesen-Horowitz"
"Garage Technology Ventures","Early Stage/Startup/Seed","","","Los Altos, California","United States","","http://venture-capital-firms.findthebest.com/l/285/Garage-Technology-Ventures"
"Johnson &amp; Johnson Development Corporation","Early Stage/Expansion","","","New Brunswick, New Jersey","United States","","http://venture-capital-firms.findthebest.com/l/1308/Johnson-And-Johnson-Development-Corporation"
"Greenmont Capital Partners","Early Stage/Expansion","","","Boulder, Colorado","United States","","http://venture-capital-firms.findthebest.com/l/1284/Greenmont-Capital-Partners"
"Oak Investment Partners-Palo Alto-California","Later Stage/Expansion/Early Stage/Startup/Seed","","50000000000.0","Palo Alto, California","United States","8400000000.0","http://venture-capital-firms.findthebest.com/l/242/Oak-Investment-Partners-Palo-Alto-California"
"Liberty Venture Partners","Early Stage","","","Blue Bell, Pennsylvania","United States","","http://venture-capital-firms.findthebest.com/l/643/Liberty-Venture-Partners"
"Kodiak Venture Partners","Early Stage","","3000000.0","Wellesley, Massachusetts","United States","681000000.0","http://venture-capital-firms.findthebest.com/l/787/Kodiak-Venture-Partners"
"McLean Watson Capital - Singapore","Later Stage/Expansion/Early Stage/Startup/Seed","","","Singapore","Singapore","","http://venture-capital-firms.findthebest.com/l/1119/McLean-Watson-Capital-Singapore"
"Launchpad Venture Group","Early Stage","","","Boston, Massachusetts","United States","","http://venture-capital-firms.findthebest.com/l/1318/Launchpad-Venture-Group"
"Altria Ventures","Expansion/Startup/Seed","","","Richmond, Virginia","United States","","http://venture-capital-firms.findthebest.com/l/1197/Altria-Ventures"
"Attica Ventures","Startup/Seed/Early Stage/Growth/Expansion","","","Athens","Greece","","http://venture-capital-firms.findthebest.com/l/1423/Attica-Ventures"
"Spectrum Equity-Boston-Massachusetts","Expansion","25000000000.0","1e+11","Boston, Massachusetts","United States","4700000000.0","http://venture-capital-firms.findthebest.com/l/686/Spectrum-Equity-Boston-Massachusetts"
"Hatteras Venture Partners","Early Stage","","","Durham, North Carolina","United States","250000000.0","http://venture-capital-firms.findthebest.com/l/1291/Hatteras-Venture-Partners"
"Comvest Investment Partners - West Palm Beach - Florida","Expansion","10000000000.0","70000000000.0","West Palm Beach, Florida","United States","1300000000.0","http://venture-capital-firms.findthebest.com/l/1049/Comvest-Investment-Partners-West-Palm-Beach-Florida"
"Hunt BioVentures","Early Stage/Startup/Seed","","","Dallas, Texas","United States","","http://venture-capital-firms.findthebest.com/l/1093/Hunt-BioVentures"
"C&amp;B Capital","Early Stage/Expansion/Later Stage/Startup/Seed","","","Atlanta, Georgia","United States","","http://venture-capital-firms.findthebest.com/l/1034/C-And-B-Capital"
"Dundee Venture Capital","Expansion/Later Stage","","","Omana, Nebraska","United States","17000000.0","http://venture-capital-firms.findthebest.com/l/1254/Dundee-Venture-Capital"
"Voyager Capital-Portland-Oregon","Early Stage","","5000000.0","Portland, Oregon","United States","370000000.0","http://venture-capital-firms.findthebest.com/l/738/Voyager-Capital-Portland-Oregon"
"GenevaGroup International - Switzerland - Europe","","","","Zurich","Switzerland","","http://venture-capital-firms.findthebest.com/l/1074/GenevaGroup-International-Switzerland-Europe"
"Kennet Partners- Silicon Valley","Early Stage/Expansion/Later Stage","10000000.0","100000000.0","Foster City, California","United States","600000000.0","http://venture-capital-firms.findthebest.com/l/830/Kennet-Partners-Silicon-Valley"
"SVB Capital","Early Stage/Startup/Seed","","","Palo Alto, California","United States","23000000000.0","http://venture-capital-firms.findthebest.com/l/1390/SVB-Capital"
"GenevaGroup International - Dubai","","","","Dubai","United Arab Emirates","","http://venture-capital-firms.findthebest.com/l/1077/GenevaGroup-International-Dubai"
"Clearstone Venture Partners - Menlo Park - California","Early Stage","","5000000.0","Menlo Park, California","United States","650000000.0","http://venture-capital-firms.findthebest.com/l/559/Clearstone-Venture-Partners-Menlo-Park-California"
"Shasta Ventures","Early Stage/Startup/Seed","","12000000.0","Menlo Park, California","United States","725000000.0","http://venture-capital-firms.findthebest.com/l/849/Shasta-Ventures"
"Carlyle Group, The - Dubai - United Arab Emirates","Expansion/Early Stage","","","Dubai","United Arab Emirates","1.7e+11","http://venture-capital-firms.findthebest.com/l/913/Carlyle-Group-The-Dubai-United-Arab-Emirates"
"Mobius Venture Capital","Early Stage","","","Boulder, Colorado","United States","","http://venture-capital-firms.findthebest.com/l/257/Mobius-Venture-Capital"
"Small Enterprise Growth Fund","Early Stage/Startup/Seed","","","Newport, Maine","United States","13000000.0","http://venture-capital-firms.findthebest.com/l/705/Small-Enterprise-Growth-Fund"
"Hummer Winblad Venture Partners","Startup/Seed","","","San Francisco, California","United States","","http://venture-capital-firms.findthebest.com/l/160/Hummer-Winblad-Venture-Partners"
"Capital Southwest Corporation","","5000000.0","15000000.0","Dallas, Texas","United States","635000000.0","http://venture-capital-firms.findthebest.com/l/1035/Capital-Southwest-Corporation"
"Techfarm Ventures","Early Stage/Expansion","","","Palo Alto, California","United States","","http://venture-capital-firms.findthebest.com/l/228/Techfarm-Ventures"
"XG Ventures","Early Stage","","","Palo Alto, California","United States","","http://venture-capital-firms.findthebest.com/l/1419/XG-Ventures"
"Advanced Technology Ventures - Boston","Early Stage","","","Boston, Massachusetts","United States","1600000000.0","http://venture-capital-firms.findthebest.com/l/22/Advanced-Technology-Ventures-Boston"
"D. E. Shaw Group, The-New York-New York","Early Stage","","20000000000.0","New York, New York","United States","28000000000.0","http://venture-capital-firms.findthebest.com/l/409/D-E-Shaw-Group-The-New-York-New-York"
"OrbiMed Advisors LLC-Shanghai-China","Expansion/Early Stage/Startup/Seed","5000000000.0","40000000000.0","Shanghai","","6000000000.0","http://venture-capital-firms.findthebest.com/l/773/OrbiMed-Advisors-LLC-Shanghai-China"
"Mountaineer Capital","Early Stage","","","Charleston, West Virginia","United States","","http://venture-capital-firms.findthebest.com/l/1116/Mountaineer-Capital"
"Thoma Bravo, LLC-San Francisco-California","Expansion/Later Stage","25000000000.0","2e+11","San Francisco, California","United States","4000000000.0","http://venture-capital-firms.findthebest.com/l/90/Thoma-Bravo-LLC-San-Francisco-California"
