name, funding_total_usd ,funding_rounds,founded_at,first_funding_at,last_funding_at
Turbogen,"170,000",1,,11/14/13,11/14/13
Turbulenz,"5,000,000",1,1/1/09,11/10/10,11/10/10
Turf Geography Club,"890,000",2,1/1/11,8/15/11,8/2/12
Turing Data,"1,000,000",1,1/1/11,12/27/11,12/27/11
Turn,"144,829,574",7,1/1/04,1/1/05,1/13/14
Turned On Digital,"45,000",1,6/1/10,6/1/10,6/1/10
"TurnHere, Inc.","11,750,000",4,1/1/05,11/1/06,6/1/12
TurningArt,"2,250,000",2,1/1/09,5/23/11,5/23/12
Turnip Truck II,"3,000,000",1,1/1/10,7/1/10,7/1/10
TurnKey Vacation Rentals,"1,500,000",1,10/1/12,8/13/13,8/13/13
Turnstyle Solutions,"535,596",1,6/15/12,1/20/14,1/20/14
turntable.fm,"7,000,000",1,5/1/11,9/13/11,9/13/11
TurnTide,"750,000",1,,1/1/03,1/1/03
Turpitude,"1,000,000",1,,6/30/11,6/30/11
Turtle Beach,,1,1/1/75,10/20/10,10/20/10
TurtleCell,"100,000",1,10/26/11,6/12/13,6/12/13
Tuscany Design Automation,"735,000",2,1/1/02,9/2/10,11/8/11
Tushky,"340,000",4,9/1/11,6/1/11,9/2/13
Tut Systems,"21,850,000",2,1/1/83,7/19/05,8/22/06
tuta.co,"50,000",1,2/15/12,8/1/12,8/1/12
Tutamee,"30,000",1,7/1/10,7/1/10,7/1/10
Tute Genomics,"2,725,000",2,7/13/12,12/26/13,1/1/14
Tutellus,,1,1/10/12,1/10/12,1/10/12
Tutor,"13,500,000",1,11/8/98,5/1/07,5/1/07
Tutor Assignment,"25,000",1,1/1/11,10/1/10,10/1/10
Tutor Trove,"110,000",1,1/1/07,3/30/10,3/30/10
Tutor Universe,"450,000",2,4/1/11,5/18/12,1/30/13
TutorDudes,"3,000",1,1/1/10,1/1/10,1/1/10
TutorGroup,"15,000,000",1,1/1/04,4/25/12,4/25/12
tutoria GmbH,,3,7/1/07,1/1/07,8/1/10
TutorialTab,"12,000",1,3/2/10,3/2/10,3/2/10
TUTORize,"646,950",1,1/1/11,1/1/12,1/1/12
Tutorspree,"1,800,000",2,9/1/10,12/20/11,2/18/13
TutorVista.com,"80,750,000",4,9/1/05,6/12/06,9/24/10
Tutti Dynamics,"670,840",1,1/1/12,10/15/13,10/15/13
TuVox,"20,000,000",1,1/1/00,12/5/07,12/5/07
Tuxebo,,1,6/6/09,8/2/09,8/2/09
TV Interactive Systems,,1,3/1/09,1/1/10,1/1/10
TV Pixie,"69,585",1,4/20/09,1/1/09,1/1/09
TV Talk Network,"900,000",1,9/10/12,1/1/13,1/1/13
TV TubeX,"10,000",1,10/1/06,1/1/05,1/1/05
TV2 Holding,"89,359,943",4,1/1/07,7/15/10,11/7/13
TVA Medical,"12,100,000",2,1/1/08,1/11/10,6/10/13
TVAX Biomedical,"7,488,132",3,,8/8/10,1/7/13
tvCompass,"5,100,000",1,1/1/03,4/25/06,4/25/06
TVDeck,"250,000",1,1/1/09,1/1/09,1/1/09
Tvinci,"6,100,000",2,1/1/07,2/9/09,10/15/12
Tvoop,"800,000",2,1/1/09,1/1/09,1/1/09
"TVPage, Inc.","1,000,000",1,1/2/12,1/2/12,1/2/12
TVplus,"4,975,007",4,2/1/09,12/28/10,9/18/13
TVS Logistics Services,"53,000,000",1,,4/21/12,4/21/12
TVShow Time,"643,300",1,1/1/11,7/24/13,7/24/13
TVSmiles,,1,1/1/13,11/15/13,11/15/13
TVtrip,"13,770,000",2,6/1/07,7/1/07,2/2/09
TVTY,"2,346,120",2,9/15/09,6/15/10,8/1/11
TVU Networks,"10,050,071",3,10/1/05,10/1/08,2/20/13
twago - teamwork across global offices,"3,140,960",2,3/1/09,7/1/09,6/1/12
Tweegee,"3,000,000",1,1/1/08,5/1/08,5/1/08
Tweekaboo,"800,000",1,1/1/10,4/7/13,4/7/13
TweepsMap,,1,,4/1/13,4/1/13
Tweet Category,"140,382",1,5/4/12,11/19/12,11/19/12
TweetDeck,"3,800,000",2,7/4/08,1/1/09,5/20/10
Tweetflow,,1,,3/1/10,3/1/10
TweetMeme,"909,330",2,1/1/08,10/1/07,1/1/09
Tweetminster,"164,864",1,12/20/08,7/30/09,7/30/09
TweetMySong.com,,1,9/12/10,1/1/11,1/1/11
TweetPhoto,"2,600,000",1,3/18/09,4/13/10,4/13/10
tweetTV,"750,000",1,11/1/11,3/27/12,3/27/12
TweetUp,"3,499,999",1,1/1/10,7/1/10,7/1/10
Tweetwall,"165,000",1,7/30/09,4/1/12,4/1/12
Tweetworks,"50,000",1,11/1/08,,
Twelixir,,1,1/21/13,1/21/13,1/21/13
Twelve,"20,500,100",3,1/1/09,3/23/11,6/11/12
Twelvefold Media,"32,902,115",6,6/12/04,9/28/06,5/25/11
Twenga,"3,837,860",1,9/17/06,12/1/07,12/1/07
Twenty Jeans,"1,000,000",2,8/1/12,2/1/13,4/18/13
Twenty Recruitment Group,,1,1/1/09,1/1/09,1/1/09
Twenty20.com,"1,700,000",1,2/1/12,6/29/12,6/29/12
twenty5media,,1,3/10/09,3/4/13,3/4/13
TwentyFeet,"2,000,000",1,3/8/10,7/12/13,7/12/13
TwentyFour6,"65,000",1,1/1/08,6/1/08,6/1/08
TwentyPeople,"13,755",1,2/1/11,2/1/11,2/1/11
Twibingo,"50,000",1,6/1/09,6/1/09,6/1/09
Twice,"22,500,000",2,1/1/11,8/21/12,1/16/14
twiDAQ,"48,027",1,7/26/10,7/1/11,7/1/11
twidox,,1,11/1/07,,
Twigmore,"275,000",2,10/15/09,5/14/10,10/12/11
Twiigg,"25,000",1,5/1/09,11/1/09,11/1/09
Twilio,"103,700,000",5,1/1/07,1/1/09,6/7/13
Twillion,,1,12/27/09,5/28/13,5/28/13
Twin Star ECS,"95,000",1,1/1/10,12/3/10,12/3/10
Twingly,"1,350,500",1,1/1/06,7/1/07,7/1/07
Twinklr,"1,000",1,11/3/11,11/3/11,11/3/11
TWINLINX,"741,000",1,1/1/06,2/25/08,2/25/08
TwinStrata,"15,687,943",4,1/1/07,9/21/10,10/13/11
Twirl TV,"8,762",1,1/1/09,3/29/10,3/29/10
Twist,"6,000,000",1,,7/19/12,7/19/12
Twist and Shout,"6,000,000",1,1/1/11,7/1/12,7/1/12
Twistbox Entertainment,"32,250,000",2,,1/1/06,9/12/07
Twisted Pair Solutions,"10,500,000",2,1/1/99,9/29/06,2/18/10
Twistle,"820,001",1,1/1/11,1/24/11,1/24/11
TwitCasting,"640,000",1,,5/22/13,5/22/13
Twitch,"35,000,000",2,1/1/11,9/19/12,9/30/13
TwitChat,,1,2/1/11,11/11/11,11/11/11
TwitJump,"150,000",1,5/1/09,4/15/09,4/15/09
Twitmusic,,2,1/1/12,4/1/12,1/1/13
Twitpay,"500,000",2,1/1/10,3/15/10,1/1/11
Twitsale,"2,606",1,,8/1/10,8/1/10
Twitter,"1,160,166,511",8,3/21/06,7/1/07,9/8/11
TwoChop,"450,000",1,,10/10/11,10/10/11
TwoF,"2,148,399",1,11/1/05,2/8/10,2/8/10
TwoFish,"9,500,000",2,1/1/06,12/1/06,10/10/08
Twones,"500,000",1,7/1/08,7/1/08,7/1/08
Twonq,"800,000",1,7/1/08,1/1/08,1/1/08
Twoodo,"384,200",3,1/1/12,4/2/13,8/21/13
TwoTen,,1,9/1/11,10/1/12,10/1/12
TWSocial,"80,000",1,1/1/13,11/2/13,11/2/13
TwtBks,"25,000",1,6/20/09,6/26/09,6/26/09
twtMob,"930,000",1,4/16/10,12/1/12,12/1/12
Twylah,,1,,7/1/11,7/1/11
TxCell,"16,075,360",1,,11/26/12,11/26/12
TXCOM,"1,290,000",1,,8/30/10,8/30/10
Txt4,"2,610,000",2,,12/1/05,3/27/06
TxtFeedback,"38,484",1,1/1/12,4/3/13,4/3/13
txtr,,2,1/15/08,4/1/08,5/31/11
TxVia,"55,350,000",4,1/1/06,10/1/07,10/26/10
Tyba,"1,310,000",2,9/14/11,11/1/12,8/22/13
Tyber Medical,,1,1/1/12,11/26/13,11/26/13
Tyco Electronics Group,"449,300,000",1,,11/13/07,11/13/07
Tyfone,"5,300,000",3,1/1/04,2/4/08,2/9/12
Tykli,"65,070",1,3/1/12,1/3/12,1/3/12
Tykoon,"1,830,000",2,,2/22/11,9/27/11
Tylr Mobile,"1,500,000",1,11/1/12,11/4/13,11/4/13
Tymphany,"13,000,000",1,1/1/05,10/4/06,10/4/06
tymr,"5,000",1,3/2/11,12/10/11,12/10/11
Tynker,"3,250,000",1,1/1/12,4/11/13,4/11/13
Tynt,"11,900,000",2,1/1/07,3/2/09,4/16/10
Typeform,"707,630",1,6/1/12,9/5/13,9/5/13
Typekit,"3,200,000",2,1/1/08,6/24/09,10/4/10
Typemock,,2,1/1/06,11/1/09,11/1/09
Typerings.com,"200,000",1,7/1/10,7/1/10,7/1/10
Typesafe,"17,000,000",2,1/1/11,5/12/11,8/22/12
Typo Keyboards,"1,000,000",1,,12/6/13,12/6/13
Tyres on the Drive,"3,822,648",3,1/1/11,4/17/12,9/9/13
Tyro Payments,"31,594,390",15,2/3/03,2/1/03,12/12/11
Tyrogenex,"970,000",1,1/1/06,3/21/11,3/21/11
Tyromer,"750,000",1,,12/22/09,12/22/09
Tyros,"20,000",1,7/9/10,7/8/11,7/8/11
Tyrosine Pharmaceuticals,"100,000",1,1/1/12,9/25/13,9/25/13
TyRx Pharma,"20,000,000",1,,12/8/10,12/8/10
Tytanium Ideas,"85,000",2,9/1/10,7/6/11,12/30/11
tzonebd.com,"7,000",1,5/23/12,5/10/13,5/10/13
U For Life,"150,000",1,1/1/10,9/27/10,9/27/10
U Grok It - Smartphone RFID,"200,000",1,9/1/11,3/6/13,3/6/13
U*tique,"3,600,000",1,,12/21/10,12/21/10
U-NOTE,,1,1/1/12,12/19/13,12/19/13
U-Play Studios,"651,000",1,1/1/04,5/23/08,5/23/08
U-Systems,"21,864,626",3,,4/6/10,6/28/12
U.S. Auto Parts Network,"6,017,495",1,1/1/95,4/10/13,4/10/13
U.S. Fiduciary,"9,000,000",1,1/1/03,4/12/07,4/12/07
U.S. Geothermal,"102,000,000",1,,6/9/10,6/9/10
U.S. Healthworks,"40,500,000",1,,2/2/10,2/2/10
U.S. Local News Network,"5,862,048",2,,12/23/09,2/17/10
U.S. Nursing Corporation,"4,000,000",1,1/1/89,3/23/10,3/23/10
U.S. Photonics,"150,000",1,10/1/05,3/16/10,3/16/10
U.S. Silica,,1,,11/1/08,11/1/08
U.S. TrailMaps,"600,000",1,,1/7/06,1/7/06
u.sit,"60,000",1,10/1/12,1/1/13,1/1/13
U2opia Mobile,,1,1/1/10,9/29/11,9/29/11
U4EA,"16,000,000",1,1/1/99,7/9/07,7/9/07
U4EA Networks,"30,000",1,2/20/08,5/24/11,5/24/11
U4EA Wireless,"19,300,000",3,1/1/00,7/7/05,7/17/07
U4iA Games,"7,030,928",2,1/1/11,4/17/12,4/19/12
UA Campus Pantry,"1,000",1,3/1/12,1/28/14,1/28/14
UAB FIMA,"28,100,000",1,,9/4/08,9/4/08
UannaBe,,1,2/1/09,3/1/10,3/1/10
UAT Holdings,"10,644,022",2,1/1/05,8/13/12,8/26/13
uBank,"9,500,000",2,12/1/11,12/1/11,2/25/13
ube,"1,068,250",3,1/1/12,4/4/13,10/1/13
uBeam,"2,119,000",2,,7/10/12,4/22/13
Ubequity,,1,5/27/03,1/1/03,1/1/03
Uber,"307,450,000",5,3/1/09,8/1/09,8/23/13
Uber Entertainment,"450,000",1,,6/26/12,6/26/12
Uber.com,"7,600,000",1,,5/26/08,5/26/08
uberlife,"1,580,000",1,1/10/12,12/1/10,12/1/10
UberMedia,"26,600,000",4,3/1/10,4/11/10,10/18/11
uberMetrics Technologies GmbH,,2,5/26/11,3/23/12,6/3/13
Uberpong,"10,390",1,11/26/13,8/15/12,8/15/12
 berResearch,,1,1/1/13,11/11/13,11/11/13
Ubersense,"1,100,000",2,1/1/11,1/24/12,9/17/12
Ubertesters,"250,000",1,10/1/12,10/1/12,10/1/12
uberVU,"585,745",2,11/1/08,9/1/08,1/30/09
UbiCast,"276,755",1,10/1/07,1/1/08,1/1/08
Ubicom,"65,182,886",6,5/1/98,4/4/06,7/21/11
uBid Holdings,"17,149,238",5,1/1/97,2/24/10,11/8/13
Ubidyne,"58,500,000",2,1/1/05,9/1/05,8/20/09
ubigrate,"720,250",2,5/29/08,12/28/09,12/11/10
UBIKOD,"388,780",2,6/6/08,5/1/09,7/1/10
Ubimo,"2,000,000",1,1/1/12,8/28/13,8/28/13
uBiome,,1,1/1/13,10/29/13,10/29/13
Ubiquigent,"757,626",1,1/1/09,9/18/13,9/18/13
Ubiquisys,"81,000,000",6,1/1/04,9/7/06,8/15/12
Ubiquity Broadcasting Corporation,"8,428,250",2,1/1/07,11/30/10,11/1/13
Ubiquity Corporation,"3,291,950",1,1/1/07,4/25/13,4/25/13
Ubiquity Global Services,"8,000,000",2,1/1/12,10/5/12,11/13/13
Ubiregi,"129,303",1,3/29/10,5/1/11,5/1/11
Ubisense,"3,000,000",1,,3/28/06,3/28/06
Ubitexx,"4,336,000",2,8/1/02,11/28/06,11/14/08
ubitus,"17,000,000",2,1/1/07,4/19/10,5/13/13
UBmatrix,"9,298,799",2,1/1/05,10/1/05,8/11/10
Ubooly,"2,825,838",5,3/1/12,5/17/12,1/2/14
Ubuntu,"12,800,000",1,1/1/04,8/22/13,8/22/13
UC CEIN,"24,000,000",1,1/1/08,9/9/13,9/9/13
UCampus,"100,000",1,8/1/09,12/1/11,12/1/11
UCAN,"4,359,316",2,,12/28/09,8/23/12
UCB Pharma,"100,000,000",1,1/1/28,12/22/09,12/22/09
Ucha.se,"280,339",1,,1/7/13,1/7/13
uchoose,"1,395,439",2,6/1/07,9/1/08,12/1/09
UCloud Information Technology,"10,000,000",1,,11/27/13,11/27/13
uConnect,"20,064",1,1/1/11,8/27/13,8/27/13
uControl,"3,900,000",1,11/1/06,5/28/10,5/28/10
UCOPIA Communications,"5,278,800",1,1/1/02,3/7/05,3/7/05
UCROO,"410,000",1,1/1/11,11/1/11,11/1/11
UCWeb,,1,1/1/04,3/1/10,3/1/10
Udacity,"20,000,000",2,1/1/11,1/1/12,10/25/12
Udemy,"16,000,000",3,2/1/10,8/31/10,12/7/12
Udex,"5,000,000",1,1/1/98,3/22/05,3/22/05
Udorse,"500,000",1,6/15/09,6/9/09,6/9/09
UeeeU.com,"727,000",1,,3/18/08,3/18/08
uFaber,"60,532",1,,12/9/13,12/9/13
Ufora,"3,000,000",1,,4/25/11,4/25/11
UFOstart AG,"1,000,000",1,3/1/13,9/1/13,9/1/13
Ufree,"75,000",1,12/1/11,1/23/14,1/23/14
UGAME,,1,4/20/07,7/1/07,7/1/07
UGE,"21,089,000",2,1/14/08,8/7/13,9/11/13
Ugenie,"5,000,000",1,1/1/06,11/3/06,11/3/06
uGenius Technology,"1,000,000",1,1/1/07,8/31/10,8/31/10
ugichem,"3,974,850",2,1/1/98,5/17/07,5/28/13
uGift,"100,000",1,10/1/11,8/15/13,8/15/13
UGOBE,"23,250,000",3,,5/1/06,6/10/08
"UICO,Inc",,1,,1/23/14,1/23/14
UIEvolution,"17,999,996",3,1/1/00,9/10/08,12/11/13
UiTV,"15,000,000",1,,9/28/08,9/28/08
uiu,,1,,1/1/12,1/1/12
Ujogo,,1,7/1/07,7/1/07,7/1/07
UK Work Study,"80,319",1,1/1/12,1/7/13,1/7/13
UK-EastLondon-Asian. Inc,"100,000,000",1,3/8/10,3/8/10,3/8/10
Ukash,"14,400,000",1,1/1/01,9/29/08,9/29/08
UKDN Waterflow,,1,1/1/03,1/19/10,1/19/10
uKnow Corporation,"815,830",2,1/1/08,2/10/11,5/10/12
uKnow.com,"3,125,000",2,6/1/09,12/30/11,2/17/13
Ulabox,"1,098,900",1,10/15/10,6/7/11,6/7/11
Ulaola,,1,1/1/11,6/14/13,6/14/13
ulike,,1,2/9/06,2/9/08,2/9/08
uLocate Communications,"11,000,000",1,1/1/02,5/16/07,5/16/07
Ulteo,,1,1/1/07,,
Ulterius Technologies,"3,622,500",1,1/1/11,8/28/13,8/28/13
Ulthera,"34,150,150",3,1/1/04,1/17/08,2/8/11
Ultimate Football Network,"120,000",1,1/16/08,2/1/08,2/1/08
Ultimate Software,"6,088,273",2,1/1/98,10/15/13,11/25/13
Ultius,"60,000",1,1/23/11,1/20/12,1/20/12
UltiZen,"15,500,000",3,1/1/05,6/25/07,8/3/10
Ultra Electronics,"1,574,516",2,,3/21/11,3/19/12
Ultracell,"3,800,000",1,1/1/02,5/27/09,5/27/09
Ultragenyx Pharmaceutical,"135,100,005",3,,6/20/11,12/31/12
Ultralife,"3,000,000",1,1/1/90,5/4/10,5/4/10
UltraSoC Technologies,"6,011,728",3,1/1/05,2/1/09,6/26/13
Ultrasound Medical Devices,"1,465,750",1,,2/6/13,2/6/13
Ultriva,"4,000,000",1,1/1/99,10/4/05,10/4/05
Ultromex,"881,026",1,1/1/11,1/9/13,1/9/13
ULURU,"2,610,000",2,,7/10/12,1/11/13
Ulympix,"31,528",1,,9/1/12,9/1/12
UM Labs,"900,000",1,1/1/08,1/1/09,1/1/09
uma information technology,"1,100,000",1,1/1/94,5/17/11,5/17/11
UmaChaka Media,"500,000",1,,10/15/10,10/15/10
Umami,"1,775,000",2,1/1/10,8/17/11,4/6/12
Uman Pharma,"26,502,948",1,,11/11/11,11/11/11
UMass Amherst,"6,200,000",1,,11/15/12,11/15/12
UMass Dartmouth,"1,000,000",1,,8/16/12,8/16/12
UMass Lowell,,1,,1/20/10,1/20/10
"Umatch, Inc.","230,000",1,,1/11/12,1/11/12
Umbel,"4,451,943",2,1/1/11,4/2/12,8/12/13
Umbie DentalCare,"385,000",2,,10/1/11,12/1/12
Umbie Health,"470,000",2,,12/4/11,12/31/12
UmBio,"1,187,933",2,1/1/02,1/1/02,1/25/11
Umeng,"10,000,000",3,4/1/10,11/1/10,7/1/11
UMeTime,"548,619",2,12/1/11,6/6/12,1/30/14
UMicIt,,1,3/1/09,1/1/09,1/1/09
UMMC,"37,000,000",1,1/1/55,8/22/13,8/22/13
Umoove,"2,750,000",2,1/1/10,8/26/12,1/14/14
Unafinance,,1,,7/24/12,7/24/12
unamia,"1,200,000",1,1/1/12,10/17/12,10/17/12
UNATION,"2,746,864",1,1/1/10,7/13/12,7/13/12
Unblab,,1,,4/4/09,4/4/09
Unbooked Ltd,"850,000",2,1/1/10,1/1/10,2/1/11
Unbounce,"850,000",1,8/15/09,12/1/11,12/1/11
UNBOUND,"1,818,302",1,1/1/11,10/22/13,10/22/13
Unbound Concepts,"50,000",1,,12/17/12,12/17/12
unbound technologies,,1,1/1/99,8/1/08,8/1/08
UnboundID,"14,500,000",2,12/1/07,12/2/08,3/27/12
UnBuyThat,"111,000",2,11/1/11,1/1/12,5/1/12
Unbxd,"2,000,000",1,10/4/11,10/10/13,10/10/13
Uncovet,"1,300,000",1,1/1/11,5/21/13,5/21/13
Unda,"50,000",1,5/1/13,5/1/13,5/1/13
Undertone,"40,000,000",1,1/1/02,3/31/08,3/31/08
UNDERUTILIZED SPACE SOLUTIONS,"25,000",1,,12/31/13,12/31/13
Undo Software,,1,,5/27/12,5/27/12
Unemployment-Extension.Org,"200,000",1,7/1/11,7/15/11,7/15/11
Unfold,"320,000",1,1/1/10,1/1/11,1/1/11
Uni-Pixel,"1,425,000",1,,1/10/10,1/10/10
Unicon,"1,000,000",1,,9/12/13,9/12/13
Unicotrip,"20,000",1,7/1/11,11/19/13,11/19/13
Unidesk,"21,050,001",2,12/1/07,1/21/10,5/17/12
Unidym,,1,,12/3/08,12/3/08
Unified,"14,112,835",2,4/1/11,6/7/12,2/11/13
Unified Color,,1,,1/1/10,1/1/10
Unified Inbox,"150,000",1,1/1/08,8/19/11,8/19/11
UNIFY,"38,000,000",1,1/1/80,6/29/10,6/29/10
Unifysquare,"10,372,160",2,2/1/08,6/15/12,10/16/13
Unigene Laboratories,"37,750,000",4,1/1/80,3/17/10,4/22/13
Unigo,"2,000,000",2,9/1/08,5/1/08,9/15/11
Unii,"2,214,180",1,,8/9/12,8/9/12
Uniiverse,"1,250,000",2,4/1/11,12/1/11,1/1/13
Uniken Systems,"5,853,100",2,1/1/03,12/6/13,1/23/14
UniKey Technologies,"2,350,000",2,4/1/10,6/22/12,5/8/13
Union Bay Networks,"1,850,000",1,1/1/13,7/15/13,7/15/13
Union College,"1,500,000",1,,9/6/13,9/6/13
Union Optech,,1,,3/19/12,3/19/12
Union Spring Pharmaceuticals,"5,000,000",1,,10/1/09,10/1/09
Unioncy,"133,195",3,1/1/13,1/7/13,4/30/13
Uniplaces,"1,312,476",2,1/1/11,7/1/12,11/11/13
Unipower Battery,"6,000,000",1,,9/3/10,9/3/10
Unique Blog Designs,"50,000",1,8/22/07,9/18/07,9/18/07
Unique Home Designs,"11,500,000",1,,4/20/11,4/20/11
Unique Microguides,"575,000",1,6/1/11,6/1/11,6/1/11
Unique Property,"50,000",1,6/1/12,6/15/11,6/15/11
Unique Solutions,"1,700,000",1,,5/4/09,5/4/09
Unique Solutions Design,"30,828,159",2,,7/27/11,12/30/13
Unique Squared,"1,000,000",1,1/1/07,6/19/12,6/19/12
UniQure,"58,000,000",1,11/1/12,7/9/13,7/9/13
Uniregistry,"60,000,000",1,10/1/11,12/15/10,12/15/10
Unirisx,"19,826,901",5,1/1/09,7/10/09,8/22/13
uniRow,"1,000,000",1,12/21/10,10/13/13,10/13/13
Unisense FertiliTech,"20,000,000",1,1/1/03,3/8/13,3/8/13
UniServity,"4,700,000",1,1/1/99,3/7/07,3/7/07
Unisfair,"22,200,000",4,1/1/00,8/24/06,9/28/09
Unitas Global,,1,1/1/09,2/4/14,2/4/14
Unitask,"2,500,000",1,1/1/94,6/10/05,6/10/05
Unite Technologies,"1,077,803",1,,9/9/10,9/9/10
Unite Us,"2,000,000",1,1/1/13,8/21/13,8/21/13
Uniteam Communication,"1,750,000",1,,5/15/08,5/15/08
United Allergy Services,,1,1/1/09,4/5/12,4/5/12
United Ambient Media AG,,1,,1/1/00,1/1/00
United Biosource Corporation,"37,800",1,1/1/03,8/13/10,8/13/10
United By Blue,"525,000",1,5/1/10,7/16/13,7/16/13
United Capital,"38,000,000",1,1/1/05,10/21/13,10/21/13
United Dogs and Cats,"941,288",2,1/1/07,4/16/08,6/11/09
United EcoEnergy,"25,000",1,1/1/97,6/25/10,6/25/10
United Health Centers,"704,167",1,1/1/71,11/11/13,11/11/13
united healthcare practice solutions,"50,000",1,,1/16/13,1/16/13
United Information Technology,"10,500,000",1,1/1/01,11/1/06,11/1/06
United Keys,"500,000",1,,2/7/05,2/7/05
United LED Corporation,"16,000,000",1,,12/15/09,12/15/09
United Maps,,2,2/1/08,11/4/08,7/29/09
United Mobile,"15,000,000",1,,1/1/08,1/1/08
United Mobile Apps,"1,200,000",2,3/31/09,3/31/09,4/26/12
UNITED ORTHOPEDIC GROUP,"2,105,265",1,1/1/08,5/30/13,5/30/13
United Parents Online Ltd,"900,000",1,1/1/10,1/1/10,1/1/10
United Pharmacy Partners (UPPI),"105,000",1,1/1/98,4/5/11,4/5/11
United Protective Technologies,"680,755",1,1/1/02,10/21/11,10/21/11
United Prototype,,1,9/1/09,3/1/10,3/1/10
United Theological Seminary,"250,000",1,,12/9/13,12/9/13
United Toxicology,"200,000",1,1/1/11,10/28/13,10/28/13
United Travel Technologies,"6,000,000",5,9/1/10,9/15/10,7/1/12
United Way of Central Alabama,"37,900,000",1,1/1/23,12/12/13,12/12/13
Unitrends Software,"20,600,000",4,1/1/89,1/18/05,10/31/13
Unitrio Technology,"2,200,000",1,1/1/80,9/13/10,9/13/10
Unitronics Comunicaciones,"12,010,000",1,1/1/63,11/18/08,11/18/08
Unity 4 Humanity,"250,000",1,4/3/06,1/1/05,1/1/05
UNITY Mobile,,1,1/1/07,1/1/07,1/1/07
Unity Semiconductor,"22,000,000",1,,5/19/09,5/19/09
Unity Technologies,"17,500,000",2,8/8/04,10/26/09,7/20/11
Univa,"19,385,708",3,1/1/10,3/23/10,2/2/12
Univa UD,"33,000,000",4,5/10/04,8/1/05,3/23/10
Universal Ad,"11,000,000",2,1/1/03,4/7/05,3/10/08
Universal Biosensors,"985,095",1,,1/2/14,1/2/14
Universal Fuels,"78,083",1,,8/1/12,8/1/12
Universal Robotics,"1,302,515",1,,5/15/09,5/15/09
Universal Studios Japan,"250,000,000",1,,12/13/13,12/13/13
University Media,"50,000",1,,1/1/09,1/1/09
University of Arkansas,"1,400,000",1,,9/24/13,9/24/13
"University of California, San Francisco","9,450,000",1,,12/9/13,12/9/13
University of Chicago,"90,000,000",1,,1/6/14,1/6/14
University of Connecticut,"9,640,000",2,,10/11/12,8/20/13
University of Dallas,"12,000,000",1,1/1/56,10/24/13,10/24/13
University of Florida,"8,000,000",1,,7/1/13,7/1/13
University of Maine,"15,400,000",2,,1/8/10,9/1/11
University of Maryland,"750,000,000",1,,9/17/13,9/17/13
University of Massachusetts,"95,000,000",1,,9/5/13,9/5/13
University of Michigan,"4,500,000",1,,11/21/13,11/21/13
University of Nebraska Medical Center,"11,200,000",1,9/10/08,9/18/13,9/18/13
University of New England,"10,000,000",1,,8/13/12,8/13/12
University of New Mexico,"1,500,000",1,,11/27/13,11/27/13
University of Pittsburgh,"10,000,000",1,1/1/99,9/18/13,9/18/13
University of Rhode Island,"625,000",1,,12/30/13,12/30/13
University of Wollongong,"16,500,000",1,,12/6/13,12/6/13
UniversityLyfe,"500,000",1,1/1/08,7/1/08,7/1/08
UniversityNow,"42,500,000",4,1/1/10,12/1/10,9/24/13
Univest Tech,"26,750",1,1/1/07,1/23/09,1/23/09
Univision,"500,000",1,1/1/61,8/7/13,8/7/13
Univita Health,"5,100,000",1,1/1/08,1/6/10,1/6/10
Uniweb.ru,"2,000,000",1,1/1/10,1/1/10,1/1/10
UniYu,"500,000",1,2/1/12,9/1/13,9/1/13
Unkasoft Advergaming,"2,252,425",2,10/16/04,7/20/05,5/19/07
Unleashed Software,"6,800,000",3,12/10/09,3/28/12,10/30/13
UnLtdWorld,"510,295",1,10/1/07,10/15/07,10/15/07
Unmetric,"8,700,000",2,2/1/11,4/13/12,9/1/13
Unomy,,1,8/1/12,1/1/12,1/1/12
Unowhy,"3,660,720",1,1/1/07,9/20/10,9/20/10
Unpakt,"3,000,000",1,1/1/12,10/2/13,10/2/13
Unreal Brands,"18,689,487",3,7/1/12,6/24/12,11/26/13
Unruly,"25,000,000",1,1/1/06,1/3/12,1/3/12
Unsilo,"1,000,000",2,6/1/12,6/1/12,9/26/13
Unsocial,"935,000",3,10/1/10,10/13/10,3/30/12
Unsubscribe.com,"2,100,000",2,5/1/10,5/1/10,10/21/10
Untangle,"33,185,428",5,1/1/03,3/1/06,10/8/13
Unutility Electric,"300,000",1,,5/31/12,5/31/12
Unveil,"200,000",1,1/1/10,9/16/10,9/16/10
UnWired Buyer,"7,600,000",2,,3/13/06,7/17/06
Unwired Nation,"13,500,000",2,1/1/04,1/1/06,1/3/12
UNX,,3,1/1/99,4/3/06,6/16/11
Unyqe,"35,000",1,11/10/11,10/23/11,10/23/11
Uolala.com,"455,455",2,3/23/12,12/23/12,12/19/13
Up & Net,"1,299,000",1,7/18/05,1/26/09,1/26/09
UP Web Game GmbH,,2,10/29/09,3/1/10,2/8/11
upad,,1,10/8/08,1/1/12,1/1/12
Upaid Systems,"1,276,105",1,,12/10/09,12/10/09
uParts,"2,000,000",1,1/1/11,5/10/13,5/10/13
UpCity,"3,500,000",3,7/1/09,5/20/09,1/16/13
Upclique,"350,000",1,2/1/11,1/1/12,1/1/12
UpCloo,"48,392",1,10/1/12,10/1/12,10/1/12
UpCompany,"5,730,000",1,1/1/08,9/25/09,9/25/09
